Oinwe	Ve.
jaskákinra jatíbi ja jemamea jonibo jato jakonma shinanmaa iki jatian ja jonibo ishtobeiranxon pablo yatanhanan dios rabiti xobo meranoabi ninipatanboxon jeman pikokana iki jaskáaxon ishtonbires ja xobo xepokana iki	la ciudad entera se alborotó concurrió la gente de todas partes y tomando a pablo lo arrastraron hacia la salida del templo cerrando inmediatamente las puertas
ja maton oinnabo ja jonin bake mawatax jiriai kamanpari tsoabi yoiamakanwe akin	no hablen a nadie de esta visión hasta que el hijo del hombre haya resucitado de entre los muertos
jakonra min ake miara jakon itan miki koshiti joni iki ja ichama min jakonhakin aká kopíra rama bebonbires icha en mia koiranmai rama ebé raroi jowé akin aká iki	muy bien servidor bueno y honrado ya que has sido fiel en lo poco yo te voy a confiar mucho más ven a compartir la alegría de tu patrón
ja tapitinin iká iki diossen ángelbo rawinanani maanni jatíribibo namani bei jatíribibo bochikii boí	vio una escalera que estaba apoyada en la tierra y que tocaba el cielo con la otra punta y por ella subían y bajaban ángeles de dios
jainoax moa jerusalénhain kaai jaonmea onannaibo bebon jesús kaa iki	continuaron el camino subiendo a jerusalén y jesús marchaba delante de ellos
ja netenbiribira xobomeax pikókaini kaax ian kexa jesús yakata iki	ese día jesús salió de casa y fue a sentarse a orillas del lago
jatianra jaton jakonma akábo itan jaton ochabo moa jawetianbi en jato shinanxonyamanoxiki iki	no volveré a acordarme de sus errores ni de sus pecados
mato westíoran ati iki torre chankanti shinankin	cuando uno de ustedes quiere construir una casa en el campo
nenora onanti inóxiki ja diossen jonibaon koshi shinan ja jawen esé senenhaibo itan ja jesúski koshii jenéyamaibo	este es el tiempo de aguantar para los santos para todos aquellos que guardan los mandamientos de dios y la fe de jesús
ja nato onitsapishoko jonira ikonbiresi keenkatitai ja icha jawékia jonin pia mesameax manaibo jawékiatinin jatianra ochítibobi jawen payóbo rataxi bekatiai	hubiera deseado saciarse con lo que caía de la mesa del rico y hasta los perros venían a lamerle las llagas
noabora nato netén iamai winotaibores iki ixon jatonbi onantaanan	no habían conseguido lo prometido pero lo habían visto y reconocido desde lejos confesándose extraños y peregrinos en la tierra
ikaxbi emeranra jake westíora jawéki jan ea jakonmaakai jariki nokon yora iboaka ocha jara kikinni jakonmatai en jakon akasainbi jan ea kikinhakin iboaa ikax	pero advierto en mis miembros otra ley que lucha contra la ley de mi espíritu y paso a ser esclavo de esa ley del pecado que está en mis miembros
jaskara oinnax ja kini koirana sontárobo kikinbiresi raketi saki iki mawá keskabo tipikana iki	al ver al angel los guardias temblaron de miedo y se quedaron como muertos
ja non papa dios betan jawen bake jesukriston jawen noimisti shinanyabo jawen akinmisti shinanyabo jawen jakonshaman shinanyabo jawen ikon shinanyabo itan noimisti shinanyabo mato imaboresbanon ja senenhati noimisti esé	reciban gracia misericordia y paz de parte de dios padre y de su hijo cristo jesús en la verdad y el amor
ikaxbi jaskákanaitian ninkáxonbi neskáakinbiribi jesussen jairo yoia iki	jesús se hizo el desentendido y dijo al oficial
listrainxon pablo makanman tsakakana	en listra y derbe
efeso jonibaon tita dianakaya rabikanwe	grande es la artemisa de los efesios
wetsaxon inonbires mia jawéki yokata jato meniwe jainxon banexonoxon mia jawéki yokákana jatoki yoashiamawe rawíbo noiti yoii iká	da al que te pida y al que espera de ti algo prestado no le vuelvas la espalda
jaskatax jatíbi ja ikon joi ikonhakashamai jakonma jawékibo akí raroires jakana jonibo manotiain bokanon ixon	así serán condenados al fin todos los que no quisieron creer en la verdad porque les gustaba más el mal
ja jonin bakeki jakonmai yoyo ikax ochakanaibora jato diossen soaxonai ikaxbi ja diossen shinanki jakonmai yoyo ikax ochakanabora jawekeskaxonbi jato soaxonti atipanyamake nin jawetianbi jawen bimi oinxonra non jiwi onanai	al que calumnie al hijo del hombre se le perdonará pero al que calumnie al espíritu santo no se le perdonará ni en este mundo ni en el otro
mato riki onan shinanya ikax jan iboabo ixonbira jaskarabo onanxonbi maton jawe ayamai jaskáakinra jaskara onan shinanyaboribi ikantiakin maton jato imakashamai akin jato aká iki	ustedes mismos no entraron y cerraron el paso a los que estaban entrando
nato jakonhakin ninkáshamankanwe joni koshibó jainxon matonribi ja main jaa jonibaon ninkakanwe neskara jawéki ikaiki maton jawetianbi oinnama iki jawetianbiki wetsatianbo neskara jawéki ikai maton papabaon oinnama iki	oigan esto ancianos escuchen todos los habitantes del país ha sucedido algo semejante en sus tiempos en tiempos de sus padres
jaskara ikenki ramapari maton ikonhai	ustedes dicen que creen
jaskata pekáo set japaria iki posaka pacha kanchis baritiapari jainoax wetsa jawen benbo bakebo itan ainbo bakebo jaríbaa iki	después que nació enós set vivió aún ochocientos siete años y tuvo otros hijos e hijas
ikaxbira maton onanyamaresai moa rotokanabo ikax mato raromabo onitsapishokobo jawebiomabo benchebo itan chopaomabo	y no te das cuenta de que eres un infeliz digno de compasión pobre ciego y desnudo
ikaxbi ja xobo yoikin ayamaa iki jesussen jato jaskákin jara iká iki jawen yorabi yoikin jato aká	en realidad jesús hablaba de ese templo que es su cuerpo
ja kanchis diossen shinanya itan ja kanchis wishtinyara ikai neskati	así habla el que tiene los siete espíritus de dios y las siete estrellas
ja wanooma joninra non ibon jawékiakinbiribi shinannai jaskáaxonra non ibo raromai	el que no se ha casado se preocupa de las cosas del señor y de cómo agradarle
jaskara iketian rama nenoax jakiribi kaax jain jatanwe	allí te establecerás y levantarás un altar al dios que se te apareció cuando ibas huyendo de tu hermano esaú
jaskatax jerusalénhain boribakana iki jain kaax dios rabiti xobo meran jesús jikiax kawantanaitian sakerdotebaon koshibo esé onanbo itan judíobaon joni koshibo jaki bekana iki	volvieron a jerusalén y mientras jesús estaba caminando por el templo se le acercaron los jefes de los sacerdotes los maestros de la ley y las autoridades judías
jatian rakel tooisma ixon dios yoká yokataitian ja yokatabo diossen ninkáxona ja rakel tóota iki jaskáakinra diossen tooma iki jawen bakeyabiribi inon ixon	entonces dios se acordó de raquel oyó sus ruegos y le concedió ser fecunda
jaskara ikenbi ja sikemman papa hamor jakob betan yoyo iki joá iki	hamor padre de siquem vino a hablar con jacob
jaskáakin mato oinkashorakin moa teneti atipanyamaxonra noabicho atenassain banéxon	como no podía soportarlo más decidí quedarme solo en atenas
tsoa jisárin itan tson janerin nato koríkiain iká	de quién es esta cara y lo que está escrito
neno beax tsinkíxon ja diossen jawékiati aká pii bekanwe	vengan acá reúnanse para el gran banquete de dios
jatian jaton yora iká iki jakonhira penéshamantonin kateaketana jabaonra ja jesús jerusalénhainxon retekin jaskáakin onitsapimakantibo yoikana iki	se veían en un estado de gloria y hablaban de su partida que debía cumplirse en jerusalén
jatianra akonbireskin masá tenei xeta kerox aki winiti iki	allí será el llorar y el rechinar de dientes
jatian jesussen jakiribi jawékiki yoinmeeta esé yoikin jato aríbaa iki neskáakin	jesús siguió hablándoles por medio de parábolas
nato melkisedek iká iki salemhainoa apo itan ja ani diossen sakerdote jatian ja wetsa apobo betan reteanankin jatoaresax abraham joáitianra melkisedek kaa iki ja bechii jainxonra jatíbinin jakon itin keenxoni jaki jakoni yoyo ika iki	se sabe que melquisedec rey de salem sacerdote del dios altísimo salió al encuentro de abrahán cuando volvía de derrotar a los reyes bendijo a abrahán
enbira mato yoiai enra mato meniai trigo uva xeati itan olivo xeni jatianra ja jawékiati jaketian mato raroshaman iti iki jaskáxonra ikon dios onanma jonibo en matoki shiromatima iki	miren que les envío trigo vino y aceite de suerte que puedan saciarse y no los expondré más a los insultos de las naciones
jaton maibo itan jaton jawékinin maroaxbora jato maxkata jawékininbo akinanankatikanai	vendían sus bienes y propiedades y repartían después el dinero entre todos según las necesidades de cada uno
ikon matobo riki noa jakopi rabitai itan jakopi noa raroshaman ikanaibo	us tedes son nuestra gloria y nuestra alegría
moa ochaibo jenétaanan jakiribi jakoni jatiakin shinankanwe jatíribi matobaonra dios onankanamaparibo ikanai neskáakinbora en mato yoiai mato rabínnon ixon	despiértense y no pequen de conocimiento de dios algunos de ustedes no tienen nada se lo digo para su vergüenza
jesussen jaskáakin ja kishi jirioma yoia ninkatax jain yakákana jawetii esé onan jonibaon neskáakin shinankana iki	estaban allí sentados algunos maestros de la ley y pensaron en su interior
jatian nato joi ja joni koshin ninkáketianra noabiribi jabetan yoyo ikai jaskáaxonra mato jakonmaati ikenbi non amatima iki akin jato akana iki	si esto llega a oídos de pilato nosotros lo arreglaremos para que no tengan problemas los soldados recibieron el dinero e hicieron como les habían dicho
jain xepokanara mato pikótima iki jatí kopíax pikóti yoikanati kopíai kamanpari wanoya itan benoya ixon wetsa betan yorantima yoii iká	no saldrás de allí hasta que hayas pagado hasta el último centavo
ja jema katea chiké jaki koshititiibi akana iká iki chonka rabé ani makanbo ja makanbaonra wishakana iká iki ja korderonin chonka rabé raanabaon janebo	la muralla de la ciudad descansa sobre doce bases en las que están escritos los nombres de los doce apóstoles del cordero
ja bená senenhabekonti joi atikiriti dios yoyo ikátoninra ja moatian senenhabekonti joi aká moa jawemabi imaa iki jatian moatian ikaxa basima maxkáke moa keyoti	se nos habla de una alianza nueva lo que significa que la primera ha quedado anticuada y lo que es anticuado y viejo está a punto de desaparecer
jainxonra non mato yoiribiai nokon wetsabó ja non ibon tee axonkin mato akinnabo jakonhakin ikinkanwe jabora non ibon joi mato onanmaibo iki itan mato eseaibo iki	hermanos les rogamos que se muestren agradecidos con los que trabajan para ustedes los dirigen en el señor y los corrigen
jatian ja non iboki koshiabo ixonra non ikonhai jaskara non ati yoiabora maton akai ixon itan aaboreskinra maton jeneyamai ixonribi	tenemos absoluta confianza en el señor de que seguirán haciendo lo que les mandamos como ya lo hacen
ja jakobnin jaskáaketian labánman aká iki ja jato ochóma jakana jonibo jato kenaaketanxon ja wanotiainxon pinoxon icha pitiakin	labán invitó a todos los del lugar y dio un banquete
diossenra ja jatíbitian jayáti jato meninoxon yoini bikantibo onantiakin jato oinmakasa iki já yoyo ika joibo wetsaayamakin jaskara kopira ja jato menitibo ikon inon ixon janbi jato yoia iki	por eso dios también confirmó su promesa con un juramento para demostrar a sus destinatarios que nunca cambiaría su decisión
jatian moa kimisha oxe winota pekáo judá yoikana iki neskáakin	como tres meses después le contaron a judá
nato ani xoboakana min oinnara jatíbi ras inoxiki westíora makantanibira jabé makanki perakaa yamanoxiki akin nete senenamatianbi ja oinxon onantibo	ves esas grandiosas construcciones pues no quedará de ellas piedra sobre piedra todo será destruido
jaskatax moa ian shitabaini boax genesaret jemanko nokókana iki	terminada la travesía desembarcaron en genesaret
jatianra yoia iki kanaánra jakonmabires iti iki jawen wetsa rabekan yanka yonoti ioraa namanbiresa iti iki akin	maldito sea canaán será esclavo de los esclavos de sus hermanos
ibákanon benchebo baneti moa oinyamanox ibákanon moa beoresashokobo jatíbitian iki iki judíomabo kishpinti	que sus ojos se oscurezcan y no vean y que anden siempre con la espalda encorvada no desprecies al que tropezó
jaskara iken matonbinixpari shinan meran onanmeekanwe moa ikoni kristoki koshiaboki maton ikanai ixon maton onannon matonbinixpari tanakaakanwe matonki onanyamaa jesukristo ikonkon mato meran itina ja tanakaati jawékiainbo maton shinan namanresaibi	examínense y vean si permanecen en la fe pruébense a sí mismos están seguros de que cristo jesús está en ustedes y qué si la prueba les sale contraria
jatianra jatíbiainoa jonibo parani kanoxiki jainxon ja gog betan magog jaton sontároboyabi jato parannoxiki jabora reteananox tsinkínoxikanai ja aniparo mashitii kikinbires icha	saldrá a engañar a gog y magog es decir a las naciones de los cuatro extremos de la tierra una multitud tan numerosa como las arenas del mar
jatíbitianbires ja judíobaon apo ibanon ikibo ikana iki	viva el rey de los judíos
jaweratobaonki ja diossen bake ikonhaai jabora moa jatíbitian jati neteya iki	el que cree en el hijo vive de vida eter na en cambio el que no cree en el hijo tendrá que enfrentar un juicio de dios nunca conocerá la vida
weanbo tsosinketian itan bari xanan pastobo menoaitianra ináatima yoinabaonbi min akinnon ixon mia yokákanai	hasta las bestias del campo se vuelven a ti ávidas porque se han secado los arroyos y el fuego ha devorado los prados del llano
enra nokon joi yoiai mia raanxonai janra mia jan kati bai benxoaxonti iki	mira te voy a enviar a mi mensajero delante de ti para que te prepare el camino
mato wain teetaibo itan uva banaibo onisi winikanwe banábora moa keyóke jaskara ikaxa trigo itan kebada moa tsekati yamake	avergüéncense labradores giman viñadores por el trigo y la cebada porque la cosecha de los campos está perdida
ja wishtinman jane iká iki moka jatianra kimisha parte iká senen jene moka baneta iki jatian ja jene xeaax icha jonibo mawákana iki	la estrella se llama ajenjo la tercera parte de las aguas se convirtió en ajenjo y mucha gente murió a causa de las aguas que se habían vuelto amargas
ja jawékiati en jato meniaira nokon yorabi iki	el pan que yo daré es mi carne y lo daré para la vida del mundo
